,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
391,a,a,GO:0048771,tissue remodeling,38/1889,215/28891,1.93566645245011e-08,2.95399532526081e-07,1.64931601076984e-07,Abi3bp/Angpt2/Cd24a/Cela1/Cthrc1/Dbh/Ddr2/Dlk1/Ednra/Egfr/Eln/F2r/Fgf10/Fgfr3/Foxc1/Foxc2/Hand2/Hnf1a/Hoxa3/Igf1/Igfbp5/Il18/Inpp4b/Mdk/Mmp14/Ndp/Nox4/Ptger4/Pth1r/Ptn/Rassf2/Rspo3/Sfrp1/Tcirg1/Tgfb2/Tgfbr3/Tmem119/Ypel4,38
405,a,a,GO:0099565,chemical synaptic transmission, postsynaptic,26/1889,117/28891,2.92939603175017e-08,4.31597682011192e-07,2.40975657972431e-07,Adora2a/Bdnf/Cacnb3/Celf4/Chrna7/Cntnap2/Cux2/Dbn1/Dlg4/Drd4/Eea1/Gabra3/Gabrb2/Grik1/Grik2/Grin3a/Mapk8ip2/Met/Ngfr/Nlgn2/Nlgn3/Nrxn1/Ppp1r9a/Rgs4/Snca/Tmem108,26
411,a,a,GO:0071625,vocalization behavior,11/1889,22/28891,3.26446106357389e-08,4.73942558791859e-07,2.64618242187511e-07,Brinp1/Cntnap2/Dlg4/Foxp1/Foxp2/Gli3/Nlgn3/Nrxn1/Nrxn2/Nrxn3/Srpx2,11
434,a,a,GO:0048872,homeostasis of number of cells,56/1889,401/28891,6.80742481994523e-08,9.35942486189244e-07,5.22568507279327e-07,Aim2/Akt3/Ampd3/Armcx1/Bcl2/Bcl2l11/Bmi1/Bmp4/Bpgm/Card9/Ccr7/Cd24a/Cdh2/Cfh/Crispld1/Csf1/Dmtn/Dock11/Emcn/Emx1/Ets1/F2r/Fstl1/Gata3/Hba-x/Heph/Hoxa5/Hoxb6/Il18/Kif3a/Kit/Klf2/Kras/Lmo1/Mapk14/Mecom/Pacs1/Pde4b/Pknox1/Plcb1/Pmaip1/Rac3/Rassf2/Rbfox2/Rc3h1/Scnn1b/Slc25a38/Smap1/Tcf3/Tcirg1/Tet2/Tgfb2/Tgfbr3/Tsc22d3/Uba5/Ypel4,56
438,a,a,GO:1901861,regulation of muscle tissue development,17/1889,57/28891,7.67641574245848e-08,1.04578019943493e-06,5.8389463650279e-07,Actn3/Bcl2/Bdnf/Bmp4/Boc/Cdon/Hdac7/Hdac9/Igfbp5/Jph2/Lef1/Lox/Megf10/Nras/Prkaa1/Rps6kb1/Twist1,17
446,a,a,GO:0035592,establishment of protein localization to extracellular region,59/1889,435/28891,8.68638201734314e-08,1.15986910677182e-06,6.47594351906152e-07,Adora2a/Adtrp/Agtr1a/Ano1/Ap1g1/Apbb1/C1qtnf3/Cask/Cd2ap/Clock/Cnr1/Cyb5r4/Dgat1/Drd4/Efna5/Egfr/F2r/G6pc2/Gnas/Gnaz/Gper1/Hmgn3/Hnf1a/Hnf1b/Igf1/Irs1/Isl1/Kcnj8/Lyst/Map4k4/Myh10/Myo5a/Nlgn2/Nnat/Olfm2/Pafah1b1/Pde3b/Plcb1/Plek/Porcn/Ptger3/Ptger4/Rab34/Rab8b/Rhbdf1/Sfrp1/Slc18a2/Snap25/Stxbp4/Stxbp5/Syt4/Tango2/Tbc1d1/Tcirg1/Tfap2b/Tgfb2/Tvp23a/Vegfc/Vsnl1,59
515,a,a,GO:0060324,face development,17/1889,64/28891,4.89122670921729e-07,5.66717471337856e-06,3.16417629732708e-06,Braf/Col1a1/Crispld1/Crispld2/Dkk1/Ednra/Hoxb3/Lef1/Mapk1/Msx1/Plekha1/Rarg/Rras/Tgfb2/Twist2/Wnt5a/Zfp950,17
518,a,a,GO:0055074,calcium ion homeostasis,49/1889,353/28891,5.26969345346622e-07,6.07032062487123e-06,3.38926636460488e-06,Ank2/Bcl2/Capn3/Clstn1/Cnr1/Edn3/Ednra/F2r/Fgfr1/Fgfr3/Fxyd1/Fzd9/Gper1/Grik2/Inpp4b/Jph2/Jph3/Kctd17/Kdr/Lhcgr/Mcur1/Micu1/Micu3/Myo5a/Ncs1/Npy1r/Pde4d/Pkd2/Plcb1/Plch1/Prkd1/Pth1r/Pygm/Rmdn3/Slc24a3/Snca/Stim2/Sv2a/Sv2b/Tcirg1/Tgfb2/Thy1/Tmem165/Tmem178/Tmem38a/Tmtc4/Trpc6/Vapb/Wnt5a,49
520,a,a,GO:0048545,response to steroid hormone,39/1889,253/28891,5.33088452753734e-07,6.10544874775725e-06,3.40887958978799e-06,Adh1/Agtr1a/Agtr2/Bcl2/Bdnf/Bmp4/Clock/Cpn1/Esr1/Esrrg/Fibin/Foxp1/Gper1/Hdac8/Hnrnpu/Hsd3b6/Igf1/Isl1/Klf9/Lmo3/Lox/Mapk1/Nr3c1/Ntrk2/Pak1/Pik3r1/Ppp5c/Rbfox2/Rps6kb1/Scnn1a/Scnn1b/Sfrp1/Sstr4/Tcf21/Tgfb2/Trim63/Uba5/Ube3a/Uri1,39
533,a,a,GO:0001818,negative regulation of cytokine production,45/1889,314/28891,6.18661731463134e-07,6.9259935302824e-06,3.86701763618212e-06,Abcd2/Ager/Angpt1/Arg2/Arrb2/Btn2a2/C1qtnf3/Ccr7/Cd24a/Cd2ap/Cd34/Cd59a/Cd83/Chrna7/Ephb2/Fbln1/Fgfr1/Fn1/Foxj1/Gata3/Gbp3/Hdac7/Hdac9/Hgf/Homer2/Homer3/Igf1/Il33/Irgm2/Klf2/Lbp/Lef1/Lgals9/Lrrc32/Met/Prnp/Ptger4/Rnf125/Slc2a10/Tgfb2/Tia1/Traf3ip1/Twist1/Twist2/Wnt11,45
562,a,a,GO:0046189,phenol-containing compound biosynthetic process,15/1889,54/28891,1.22620505360933e-06,1.30191557916136e-05,7.269037262921e-06,Agtr1a/Agtr2/Dbh/Dct/Gata3/Hand2/Moxd1/Myo5a/Opn3/Rab38/Snca/Tgfb2/Th/Wnt5a/Zeb2,15
590,a,a,GO:0042303,molting cycle,26/1889,143/28891,1.85416848722304e-06,1.87205133050083e-05,1.04522989795368e-05,Bcl2/Clock/Dkk1/Egfr/Fgf10/Fgf7/Fgfr2/Fst/Gal/Gli2/Gnas/Hdac2/Hpse/Igfbp5/Krt14/Lamc1/Myo5a/Ngfr/Prss8/Ptch2/Snai1/Sostdc1/Tgfb2/Trpc4ap/Trps1/Wnt5a,26
591,a,a,GO:0042633,hair cycle,26/1889,143/28891,1.85416848722304e-06,1.87205133050083e-05,1.04522989795368e-05,Bcl2/Clock/Dkk1/Egfr/Fgf10/Fgf7/Fgfr2/Fst/Gal/Gli2/Gnas/Hdac2/Hpse/Igfbp5/Krt14/Lamc1/Myo5a/Ngfr/Prss8/Ptch2/Snai1/Sostdc1/Tgfb2/Trpc4ap/Trps1/Wnt5a,26
604,a,a,GO:0014047,glutamate secretion,12/1889,37/28891,2.3470161186284e-06,2.30719030969615e-05,1.28818278252994e-05,Adora2a/Avpr1a/Bdnf/Cck/Dtnbp1/Kcnj8/Nr3c1/Ntrk2/Pak1/Snca/Stxbp1/Syt4,12
611,a,a,GO:0007163,establishment or maintenance of cell polarity,36/1889,239/28891,2.4886618045997e-06,2.43025830104591e-05,1.35689582578044e-05,Ccr7/Crk/Dlg4/Dock7/Dock8/Fgf10/Foxj1/Gata3/Hes1/Igf1/Kcnj8/Kif26b/Kif3a/Lin7a/Msn/Ophn1/Pafah1b1/Pak1/Pard3/Pard6g/Prkci/Rab10/Rac3/Rhobtb1/Rhobtb2/Rhoj/Rhou/Rufy3/Sh3bp1/Slc9a6/Spry1/Tcirg1/Tek/Ust/Wnt11/Wnt5a,36
637,a,a,GO:0033157,regulation of intracellular protein transport,35/1889,232/28891,3.29036090354475e-06,3.08219521372865e-05,1.72089436663953e-05,Agtr2/Angpt1/Bmp4/C2cd5/Cacnb3/Cd36/Cdh1/Cep131/Dmtn/Edem1/Ei24/Emd/Gli3/Gper1/Ipo5/Kif3a/Mapk1/Mapk14/Mdfic/Ogt/Pak1/Peg12/Pik3r1/Pmaip1/Prkaa1/Prkd1/Prnp/Prr5l/Rapgef3/Rufy3/Sh3glb1/Tcaf1/Tek/Tomm70a/Trim28,35
640,a,a,GO:0030048,actin filament-based movement,24/1889,130/28891,3.45019830031059e-06,3.21677082155521e-05,1.79603250336892e-05,Abcc9/Acta2/Actc1/Ank2/Cacna1g/Cacna2d1/Dbn1/Emp2/Fnbp1l/Frmd6/Fxyd1/Kcne4/Kcnj8/Myh10/Myo1b/Myo5a/Pard3/Pde4b/Pde4d/Ptger3/Snta1/Tnnt2/Tpm1/Zeb2,24
643,a,a,GO:0030239,myofibril assembly,17/1889,73/28891,3.57126110031685e-06,3.3141080848508e-05,1.85037920643412e-05,Actc1/Ankrd23/Capn3/Csrp1/Csrp2/Flnc/Hdac2/Krt19/Myh10/Pdgfrb/Pgm5/Prkd1/Prox1/Six4/Tnnt2/Tnnt3/Tpm1,17
649,a,a,GO:0006979,response to oxidative stress,50/1889,389/28891,3.91709299272834e-06,3.60066732770734e-05,2.01037497326413e-05,Atrn/Bcl2/Bmp4/Car3/Cd36/Chuk/Crk/Cyp1b1/Ddr2/Dgkk/Ednra/Egfr/Endog/Fer/Foxp1/Gclm/Ggt7/Gpx3/Hdac2/Hgf/Hnf1a/Hyal1/Map2k4/Mapk1/Mctp1/Met/Mgat3/Msrb3/Ngfr/Pdgfrb/Pld2/Plekha1/Prkaa1/Prkd1/Prnp/Prr5l/Ptgs1/Ptprk/Rbpms/Ripk1/Scly/Slc25a24/Snca/Srxn1/Stk24/Stx2/Thg1l/Trp53inp1/Trpc6/Txnrd1,50
677,a,a,GO:0008037,cell recognition,27/1889,160/28891,5.1807635615625e-06,4.56626531341853e-05,2.54950115406131e-05,Bdnf/Ccr7/Cd36/Cd47/Cnr1/Cntn6/Cntnap2/Colec11/Dock8/Efnb3/Emb/Epha3/Epha4/Ephb2/Gap43/Megf10/Msn/Ncam1/Nrp1/Ovgp1/Pear1/Ptx3/Robo2/Rtn4/Spon2/Tulp1/Wnt5a,27
684,a,a,GO:0042698,ovulation cycle,16/1889,68/28891,5.9498619372527e-06,5.19047166368229e-05,2.89801677922511e-05,Arrb2/Bmpr1b/Chrna7/Egfr/Esr1/Fzd4/Gas2/Lhcgr/Mdk/Nrip1/Pde4d/Plekha1/Ptger4/Ptn/Ptx3/Sohlh2,16
686,a,a,GO:0006887,exocytosis,50/1889,395/28891,6.03222675715595e-06,5.24698207870985e-05,2.92956846499902e-05,Adora2b/Ap1g1/Braf/Cacna1g/Cask/Ctbp2/Doc2g/Dtnbp1/Exoc3l4/Fbxo45/Fer/Fmr1/Kit/Lat2/Lgals9/Lgi3/Lin7a/Myh10/Myo5a/Ncam1/Ncs1/Npy1r/Pak1/Pld2/Plek/Ppfia2/Prrt2/Rab10/Rab3il1/Rab5a/Rab8b/Rap1a/Rap1b/Sdc1/Slc18a2/Snap25/Snca/Snf8/Stx11/Stx2/Stx3/Stxbp1/Stxbp5/Sv2a/Sv2b/Syt1/Syt4/Syt5/Sytl2/Vsnl1,50
697,a,a,GO:0044843,cell cycle G1/S phase transition,37/1889,260/28891,7.00113713255183e-06,5.9936564232334e-05,3.34646213464118e-05,Apbb1/Arid2/Bcl2/Btn2a2/Ccne1/Cdk17/Cdkn1a/Dact1/Ddr2/Dgkz/E2f4/E2f5/Egfr/Fbxo31/Fgf10/Gas1/Gli1/Hyal1/Id4/Mn1/Muc1/Nacc2/Phf10/Pkd2/Plcb1/Psme3/Rhou/Rps6kb1/Smarcc1/Smarcd2/Smarcd3/Stxbp4/Susd2/Tbx2/Tcf3/Tm4sf5/Usp29,37
728,a,a,GO:0050818,regulation of coagulation,16/1889,71/28891,1.07566158578146e-05,8.81658335488733e-05,4.92259820560776e-05,Adamts18/Adtrp/Cd36/Dmtn/Emilin2/Ephb2/F2r/Hpse/Plaur/Prkg1/Procr/Pros1/Serpinf2/Serping1/Tfpi/Thbd,16
734,a,a,GO:1902644,tertiary alcohol metabolic process,9/1889,24/28891,1.13872216190446e-05,9.25715959139498e-05,5.16858689578032e-05,Akr1c12/Akr1c13/Akr1c19/Bmp5/Cyp11b1/Dkk3/H6pd/Hsd11b2/Wnt4,9
744,a,a,GO:0001919,regulation of receptor recycling,10/1889,30/28891,1.24718888349576e-05,9.99145143900865e-05,5.57856699645637e-05,Agtr1a/Ap1ar/Bves/Gria2/Gria3/Inpp5f/Kif16b/Nsg1/Pcsk9/Snca,10
746,a,a,GO:1904951,positive regulation of establishment of protein localization,46/1889,362/28891,1.26251239557343e-05,0.000100910701980597,5.63418753616096e-05,Adora2a/Ano1/Apbb1/C1qtnf3/C2cd5/Cacnb3/Cask/Cd2ap/Cdh1/Cep131/Edem1/Egfr/Emd/Gli3/Gnas/Gper1/Hnrnpm/Igf1/Ipo5/Isl1/Kif3a/Mapk1/Mapk14/Myh10/Nlgn2/Nnat/Pak1/Pik3r1/Plcb1/Pmaip1/Prkaa1/Prkd1/Prnp/Prr5l/Ptger4/Rab34/Rapgef3/Rufy3/Sh3glb1/Tcaf1/Tek/Tgfb2/Tomm70a/Trim28/Vegfc/Vsnl1,46
756,a,a,GO:0099538,synaptic signaling via neuropeptide,6/1889,10/28891,1.29452608685288e-05,0.000101669701492892,5.67656505914114e-05,Bdnf/Cck/Npy1r/Ntrk2/Penk/Syt4,6
767,a,a,GO:0031128,developmental induction,12/1889,43/28891,1.34622999432442e-05,0.000104459744813183,5.83234266242801e-05,Bmp4/Dkk1/Fgf10/Fgfr1/Gata5/Hipk1/Robo2/Spry1/Wnt11/Wnt2b/Wnt4/Wnt5a,12
779,a,a,GO:1902074,response to salt,44/1889,343/28891,1.52387067598725e-05,0.000116725755117021,6.51719571582954e-05,Abcc9/Alox5ap/Bdnf/Braf/Cacng4/Capn3/Cd36/Cdh1/Chrna7/Clic4/Cnr1/Cpne5/Cpne8/Dlg4/Dmtn/Drd4/Ednra/Egfr/Fgfr1/Fgfr3/Homer2/Kcnj8/Ncam1/Nefl/Nek7/Nfat5/Nrxn1/Oprk1/P2rx6/Pdxp/Pkd2/Plcb1/Ppp5c/Prkaa1/Rasgrp2/S100a16/Slc1a3/Slc25a12/Slc25a24/Snca/Syt1/Syt4/Syt5/Tnnt2,44
794,a,a,GO:0050727,regulation of inflammatory response,50/1889,411/28891,1.79167165377952e-05,0.000134646155643607,7.5177525973912e-05,Adamts12/Adora2a/Adora2b/Ager/Aim2/Alox5ap/C1qtnf3/C2cd4b/Ccr7/Cd24a/Cd47/Celf1/Chrna7/Clcf1/Clock/Cnr1/Enpp3/Esr1/Ets1/Fbxl2/Fndc4/Foxp1/Gata3/Gper1/Gpsm3/Hgf/Igf1/Il18/Il1rl2/Il33/Irgm2/Isl1/Krt1/Lbp/Lgals1/Lgals9/Lrfn5/Mdk/Mgll/Nr1h5/Nupr1/Pmp22/Ptger3/Ptger4/Ripk1/Slc39a8/Slc7a2/Snca/Tnc/Wnt5a,50
836,a,a,GO:0031943,regulation of glucocorticoid metabolic process,6/1889,11/28891,2.68960155101802e-05,0.000191285488139744,0.000106801190753052,Bmp5/Dkk3/Gal/H6pd/Nr3c1/Wnt4,6
852,a,a,GO:0033555,multicellular organismal response to stress,21/1889,120/28891,3.19038089895566e-05,0.000223439000282493,0.000124753589636702,Asic1/Bcl2/Bdnf/Brinp1/Capn2/Cck/Cntnap2/Dbh/Dpp4/Drd4/Ephb2/Grik1/Grik2/Kcnip3/Mapk8ip2/Mdk/Ncam1/Nmur2/Penk/Ret/Rps6kb1,21
858,a,a,GO:0048066,developmental pigmentation,13/1889,54/28891,3.3778225241778e-05,0.00023491220281782,0.000131159468642163,Adamtsl4/Ap1g1/Bcl2/Bcl2l11/Dct/Edn3/Ednra/Gli3/Kit/Myo5a/Rab32/Rab38/Zeb2,13
859,a,a,GO:0008211,glucocorticoid metabolic process,9/1889,27/28891,3.41219612358203e-05,0.000235443015023564,0.000131455839141521,Bmp5/Cyp11b1/Cyp21a1/Dkk3/Gal/H6pd/Hsd11b2/Nr3c1/Wnt4,9
868,a,a,GO:0009314,response to radiation,51/1889,433/28891,3.54051565761039e-05,0.000243390056785267,0.000135892942715703,Asic2/B4galt2/Bcl2/Best1/Bmf/Braf/Cck/Cdkn1a/Chrd/Clock/Cntnap2/Col3a1/Cpt1b/Dbh/Dct/Egfr/Ei24/Fbxl17/Fbxo4/Gata3/Guca1b/Hoxa1/Hyal1/Kit/Kras/Lrrn4/Map4k3/Mapk11/Mapk14/Meis2/Mfap4/Nek1/Nlgn3/Opn3/Pde1b/Pik3r1/Pmaip1/Ppp1cb/Prkaa1/Ptprk/Rbm4b/Rgs9/Sfrp1/Sfrp2/Slc1a3/Snai2/Spidr/Trp53inp1/Tspyl5/Tulp1/Uvssa,51
900,a,a,GO:0002697,regulation of immune effector process,54/1889,473/28891,4.97794287264748e-05,0.000330037612456528,0.000184271218619056,Adora2b/Ager/Angpt1/Ap1g1/Arrb2/Card9/Ccr7/Cd1d1/Cd24a/Cd36/Cd47/Cd55/Cd59a/Cfh/Clcf1/Colec11/Crk/Dpp4/Enpp3/Ephb2/Exosc6/Fer/Fgl2/Foxj1/Foxp1/Gata3/H2-DMb2/Hlx/Il18/Il33/Irf5/Kit/Lbp/Lgals9/Mlh1/Nfkbid/Parp3/Pld2/Ptprj/Rap1a/Rc3h1/Rtn4/Serpinb9/Serping1/Spon2/Stxbp1/Susd4/Svep1/Tek/Tgfb2/Tril/Twist1/Twist2/Wnt5a,54
901,a,a,GO:0034650,cortisol metabolic process,6/1889,12/28891,5.08047975604304e-05,0.00033499635723465,0.000187039854400548,Bmp5/Cyp11b1/Dkk3/H6pd/Hsd11b2/Wnt4,6
911,a,a,GO:0035176,social behavior,14/1889,64/28891,5.36326855653027e-05,0.000351242153810035,0.000196110434902271,Avpr1a/Brinp1/Cntnap2/Dlg4/Fmr1/Gng8/Grid1/Mapk8ip2/Nlgn2/Nlgn3/Nrxn1/Nrxn2/Nrxn3/Ptchd1,14
931,a,a,GO:0006790,sulfur compound metabolic process,38/1889,298/28891,6.3944515092954e-05,0.000409835576326162,0.000228825134568601,Acsl6/Angpt1/B3gnt7/Chst1/Chst11/Chst14/Chst2/Chst7/Chsy1/Csgalnact1/Dgat1/Dgat2/Dpep1/Dse/Ednra/Ethe1/Gclm/Ggt5/Ghr/Glrx5/Hpse/Hs2st1/Hs3st3b1/Hyal1/Mthfd2l/Ndst4/Nox4/Pmvk/Ppcs/Pxylp1/Slc5a6/Snca/Sulf1/Sulf2/Sult4a1/Suox/Tpst1/Xylt2,38
939,a,a,GO:0050795,regulation of behavior,19/1889,108/28891,6.91987590053826e-05,0.000439732689015035,0.000245517708931154,Adora2a/Aim2/Arrdc3/Cck/Cnr1/Dbn1/Dgat1/Dlg4/Ephb2/Hdac2/Hoxa1/Mdk/Nrxn1/Oprk1/Oprl1/Penk/Ptger3/Ptger4/Zfhx3,19
947,a,a,GO:0042832,defense response to protozoan,11/1889,43/28891,7.41613043528688e-05,0.000466793779613468,0.000260626835750422,Batf/Bpgm/Gbp2/Gbp2b/Gbp3/Gbp8/Gbp9/Irf8/Irgm2/Lyst/Nras,11
949,a,a,GO:0007596,blood coagulation,26/1889,175/28891,7.4293001426555e-05,0.000467129967873819,0.00026081454108485,Adamts18/Adtrp/Cd36/Cfh/Dmtn/Dtnbp1/Emilin2/Ephb2/F2r/Fbln1/Gnas/Hpse/Lyst/Pear1/Plaur/Plek/Prkg1/Procr/Pros1/Ptprj/Serpinf2/Serping1/Stxbp1/Tec/Tfpi/Thbd,26
964,a,a,GO:1901617,organic hydroxy compound biosynthetic process,33/1889,248/28891,8.28219664140933e-05,0.000512654225718771,0.000286232281830755,Agtr1a/Agtr2/Bmp5/Cyp11b1/Dbh/Dct/Dkk3/Gata3/Gper1/H6pd/Hand2/Hnf1a/Ipmk/Lbr/Lhcgr/Moxd1/Myo5a/Opn3/Plek/Pmvk/Prkaa1/Prox1/Pth1r/Rab38/Sc5d/Snai1/Snai2/Snca/Tgfb2/Th/Wnt4/Wnt5a/Zeb2,33
965,a,a,GO:0051090,regulation of DNA-binding transcription factor activity,50/1889,436/28891,8.29758053446886e-05,0.000513074228488867,0.000286466783655238,Ager/Aim2/Arrb2/Bdnf/Capn3/Card9/Cd36/Chuk/Clock/Ctnnbip1/Cyp1b1/Ddr2/Esr1/Faf1/Fer/Foxj1/Fzd1/Fzd2/Fzd4/Hand2/Hdac2/Hes1/Hmgn3/Il18/Il1rap/Kit/Kras/Lrrfip1/Lrrfip2/Mapk1/Myocd/Ndp/Nfam1/Nfkbid/Nupr1/Pbx1/Peli1/Pkd2/Prkci/Prkd1/Prnp/Prox1/Ripk1/Ror1/Rps6ka5/Tcf3/Tgfbr3/Traf5/Wnt5a/Zfp932,50
981,a,a,GO:0031223,auditory behavior,6/1889,13/28891,8.9118835753e-05,0.000540418793636333,0.00030173418395191,Cntnap2/Foxp2/Nrxn1/Nrxn2/Slc1a3/Slitrk6,6
997,a,a,GO:0016050,vesicle organization,43/1889,359/28891,9.56829175688379e-05,0.000572657942962142,0.000319734396986086,Acrbp/Ap1g1/Bcl2/C2cd5/Ccdc136/Cd2ap/Cd34/Chmp4b/Cideb/Dlg4/Dnm1/Dnm3/Dtnbp1/Eea1/Fnbp1l/Lyst/Mapk15/Pafah1b1/Plekhf2/Prkci/Prrt2/Rab32/Rab34/Rab38/Rab8b/Sdc1/Snap25/Snca/Spaca1/Srpx/Stx11/Stx2/Stx3/Stxbp1/Syt1/Syt4/Tmcc1/Trappc1/Uso1/Vapb/Vti1b/Zdhhc15/Zeb2,43
1001,a,a,GO:0050817,coagulation,26/1889,178/28891,9.90044041050617e-05,0.000590169110184719,0.000329511476936243,Adamts18/Adtrp/Cd36/Cfh/Dmtn/Dtnbp1/Emilin2/Ephb2/F2r/Fbln1/Gnas/Hpse/Lyst/Pear1/Plaur/Plek/Prkg1/Procr/Pros1/Ptprj/Serpinf2/Serping1/Stxbp1/Tec/Tfpi/Thbd,26
1008,a,a,GO:0000380,alternative mRNA splicing, via spliceosome,15/1889,76/28891,0.000103114481689433,0.000609795948702523,0.000340469808092488,Celf1/Celf3/Celf4/Fmr1/Hnrnpm/Hnrnpu/Khdrbs1/Khdrbs2/Mbnl1/Rbfox2/Rbfox3/Rbm24/Srsf1/Srsf2/Tia1,15
1021,a,a,GO:0060561,apoptotic process involved in morphogenesis,9/1889,31/28891,0.000115652705576632,0.000675244319154366,0.000377011858224369,Bcl2l11/Foxc1/Foxc2/Hand2/Hnf1b/Lef1/Pax8/Tgfb2/Tgfbr3,9
1032,a,a,GO:0097320,plasma membrane tubulation,7/1889,19/28891,0.000126425585272431,0.000730282156167082,0.00040774135363249,Atp10a/Ehd2/Fnbp1l/Micall1/Pacsin3/Sh3glb1/Snx9,7
1042,a,a,GO:0042113,B cell activation,39/1889,320/28891,0.000137158262711753,0.000785435080231315,0.000438535106053842,Atp11c/Batf/Bcl11a/Bcl2/Bmi1/Cd24a/Cd79b/Cdkn1a/Chrna7/Clcf1/Dock11/Dpp4/Ephb2/Exosc6/Foxj1/Foxp1/Fzd9/Hdac7/Hdac9/Il2rg/Irf8/Itm2a/Kit/Lat2/Lef1/Lgals1/Mlh1/Mmp14/Nfam1/Parp3/Peli1/Pik3r1/Ptprj/Rc3h1/Sfrp1/St3gal1/Tcf3/Tcirg1/Top2b,39
1050,a,a,GO:0070542,response to fatty acid,11/1889,46/28891,0.000143471569724307,0.000815328434804705,0.000455225582132764,Akr1c12/Akr1c13/Akr1c19/Cd36/Dgat2/Foxp1/Irs1/Pid1/Plcb1/Ppp5c/Scd1,11
1068,a,a,GO:0070085,glycosylation,30/1889,225/28891,0.000164160562669223,0.000917177975137878,0.000512091642862301,Alg10b/Alg9/B3galt1/B3gnt5/B3gnt7/B3gnt9/B4galt2/B4galt5/B4galt6/Galnt14/Galnt3/Gba2/Gcnt2/Gfpt2/Ggta1/Gxylt1/Gxylt2/Il15/Mgat3/Ogt/Slc39a8/St3gal1/St6galnac2/St6galnac3/St8sia2/St8sia4/Stt3b/Tet2/Tmem165/Tmtc4,30
1070,a,a,GO:0106106,cold-induced thermogenesis,23/1889,154/28891,0.000173847394805556,0.000969483555892289,0.000541295626718724,Actn3/Adamts5/Arrdc3/Cd36/Dbh/Dock7/Esrrg/Foxc2/Gnas/Grb10/Hoxc10/Igf2bp2/Il15/Il18/Mfap2/Ogt/Pdgfc/Plac8/Plcl1/Prdm16/Scd1/Tle3/Zfp423,23
1120,a,a,GO:0071248,cellular response to metal ion,26/1889,187/28891,0.000222922596989915,0.00118765994307038,0.000663110920557406,Alox5ap/Braf/Capn3/Cdh1/Chuk/Clic4/Cpne5/Cpne8/Dlg4/Dmtn/Egfr/Fn1/Hvcn1/Mapk1/Nek7/Nrxn1/Pkd2/Prkaa1/Prnp/Rasgrp2/Slc25a24/Slc39a8/Snca/Syt1/Syt4/Syt5,26
1143,a,a,GO:0019216,regulation of lipid metabolic process,45/1889,398/28891,0.000251596695573555,0.0013109307708152,0.000731937214262673,Abcd2/Adora2b/Asxl3/Avpr1a/Bmp5/C1qtnf2/Capn2/Ccdc3/Cideb/Cnr1/Dgat1/Dgat2/Dgkz/Dkk3/Esr1/Fgfr3/Gal/Golm1/Gper1/H6pd/Igf1/Igfbp7/Irs1/Kit/Lactb/Lhcgr/Lpcat1/Nr3c1/Ogt/Pank2/Pde3b/Pdgfrb/Plin5/Prkaa1/Prox1/Rab38/Rarres2/Sh3glb1/Snai1/Snai2/Snca/Tbl1xr1/Tek/Twist1/Wnt4,45
1160,a,a,GO:0034599,cellular response to oxidative stress,31/1889,243/28891,0.000286431801048555,0.00147339530763511,0.000822646688129472,Bmp4/Cd36/Chuk/Cyp1b1/Ddr2/Ednra/Egfr/Endog/Fer/Foxp1/Hdac2/Hgf/Map2k4/Mapk1/Met/Mgat3/Ngfr/Pdgfrb/Plekha1/Prkaa1/Prkd1/Prr5l/Ptprk/Ripk1/Scly/Slc25a24/Snca/Srxn1/Stx2/Trp53inp1/Trpc6,31
1207,a,a,GO:2000241,regulation of reproductive process,29/1889,225/28891,0.000372303856007708,0.00184054441491135,0.00102763851590668,Ago2/Arhgdib/Bmp4/Bnc1/Chfr/Cnr1/Drd4/Eaf2/Esr1/Hdac2/Igf1/Il18/Kit/Lhfpl2/Mapk15/Msx1/Nupr1/Ovgp1/Pde3a/Plcb1/Ptger4/Sfrp1/Snai1/Stxbp1/Sulf1/Unc5c/Wnt4/Wnt5a/Ythdc2,29
1214,a,a,GO:0043255,regulation of carbohydrate biosynthetic process,18/1889,113/28891,0.00038349796472775,0.00188340111566295,0.00105156686884412,C1qtnf2/C1qtnf3/Dgat2/Gper1/Grb10/Igf1/Irs1/Lhcgr/Nr3c1/Ogt/Plek/Ppp1cb/Ppp1r3b/Ppp1r3c/Ppp1r3d/Ptger4/Pth1r/Snca,18
1222,a,a,GO:1990845,adaptive thermogenesis,24/1889,173/28891,0.000394181861649392,0.00192478164358586,0.00107467102430901,Actn3/Adamts5/Arrdc3/Cd36/Dbh/Dock7/Esrrg/Foxc2/Gnas/Grb10/Hnrnpu/Hoxc10/Igf2bp2/Il15/Il18/Mfap2/Ogt/Pdgfc/Plac8/Plcl1/Prdm16/Scd1/Tle3/Zfp423,24
1225,a,a,GO:0010586,miRNA metabolic process,17/1889,104/28891,0.000404275782231417,0.0019692355857754,0.00109949117143926,Ago1/Ago2/Bmp4/Egfr/Esr1/Ets1/Gata3/Hdac2/Klf5/Lin28b/Myocd/Ngfr/Nr3c1/Rc3h1/Tgfb2/Tgfbr1/Twist1,17
