,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
456,a,a,GO:0002237,response to molecule of bacterial origin,53/1567,421/28891,1.13394663827189e-08,1.45921027924988e-07,7.4313815929222e-08,Acp5/Ahr/Ankrd1/Bcl10/Btk/C5ar1/Casp1/Ccl2/Cd14/Cd180/Cd24a/Cd68/Cd84/Cd86/Cmpk2/Cx3cr1/Cxcl13/Cxcl16/Dusp10/Ednrb/F2r/Gata1/Gbp2b/Gch1/Hmgb2/Hnrnpa0/Kcnj8/Ldoc1/Lilrb4a/Ly86/Lyn/Mef2c/Mrc1/Ncf2/Nr4a1/Pde2a/Pde4b/Pf4/Ppbp/Sirpa/Slc11a1/Snca/Spi1/Spon2/Ticam2/Tifab/Tlr4/Tnfaip3/Tnfrsf11a/Tnfrsf1b/Traf6/Trem2/Trib1,53
457,a,a,GO:0002269,leukocyte activation involved in inflammatory response,16/1567,53/28891,1.14243671510023e-08,1.46691874052694e-07,7.47063879804111e-08,Aif1/C1qa/C5ar1/Casp1/Csf1r/Ctsc/Cx3cr1/Enpp1/Kcnj8/Ldlr/Nampt/Snca/Syt11/Tlr4/Trem2/Tyrobp,16
458,a,a,GO:0006816,calcium ion transport,57/1567,469/28891,1.15136654100758e-08,1.47515695690665e-07,7.5125939092634e-08,Adora2a/Adrb2/Ahr/Ank2/Asic1/Atp1a2/Atp2c2/Bmp4/Ccr1/Cd84/Chrna4/Clca1/Coro1a/Cxcl12/Cysltr1/Edn1/Ednrb/F2r/Fgf14/Gem/Gnao1/Gp1bb/Gpr39/Grin2b/Grin2c/Hap1/Hrc/Icam1/Il16/Isl1/Itgb3/Jph2/Jph3/Kcnj8/Kcnn4/Lpar3/Lyn/Mcoln2/Mcu/P2ry12/P2ry6/Pawr/Pde4b/Pdgfrb/Pik3cg/Plce1/Ppp3ca/Ptprc/Rgs4/Snca/Stac/Stc2/Stim2/Tgfb1/Tgfb2/Trpc7/Trpv2,57
472,a,a,GO:0002697,regulation of immune effector process,57/1567,473/28891,1.55933776349351e-08,1.93860042291947e-07,9.87279195039711e-08,6030468B19Rik/Acp5/Ahr/Angpt1/Btk/Casp1/Ccl2/Cd24a/Cd300a/Cd84/Cd86/Cfp/Clec7a/Cx3cr1/Dnase1l3/Dusp10/Enpp3/F2rl1/Fcer1g/Fcgr1/Fcgr3/Fgl2/Foxf1/Gata1/Gata2/H2-T24/Hlx/Itgb2/Laptm5/Lilrb4a/Lyn/Ncf1/Nckap1l/Pik3r6/Ptprc/Rac2/Rbp4/Sash3/Spi1/Spon2/Svep1/Tek/Tgfb1/Tgfb2/Ticam2/Tlr4/Tlr7/Tnfaip3/Tnfrsf1b/Traf6/Trem2/Tril/Twist2/Tyrobp/Vav1/Was/Zbtb7b,57
479,a,a,GO:0043087,regulation of GTPase activity,46/1567,345/28891,1.80394784401196e-08,2.20993026068104e-07,1.12546048327655e-07,Adap2/Arhgap25/Arhgap27/Arhgap9/Arrb1/Bves/Ccl12/Ccl2/Ccl24/Ccl3/Ccl6/Ccl7/Ccl9/Chn1/Cpeb2/Cxcl13/Dock10/Dock6/Ect2/Efna5/Epha3/Ephb3/F2r/F2rl1/Gnao1/Gnas/Gpr65/Grhl3/Icam1/Ntf3/Ntrk2/Ntrk3/Pafah1b1/Plxnb1/Prkg1/Ralgapa2/Rap1gap2/Rapgef5/Rasgrp2/Rasgrp3/Rgs4/Sod1/Spry1/Stmn3/Vav1/Vav3,46
485,a,a,GO:0071692,protein localization to extracellular region,54/1567,441/28891,2.1533182183348e-08,2.59415023417782e-07,1.32113380598264e-07,Adora2a/Alox5/Ankrd1/Arf6/Arrb1/Birc5/C1qtnf3/C2cd2l/Camk2n1/Cbln1/Cbln4/Cd38/Cftr/Chga/Ednrb/Efna5/F2r/F2rl1/Frmd4a/G6pc2/Gja5/Gnao1/Gnas/Gpr39/Hmga1/Hnf1b/Irs2/Isl1/Kcnj8/Kcnn4/Ltbp1/Mcu/Myh9/Myom1/Nrros/Olfm2/Pafah1b1/Pde3b/Plek/Ppp3ca/Rab8b/Rbp4/Serp1/Sfrp1/Slc18a2/Snap25/Syt4/Tango2/Tardbp/Tfap2b/Tgfb1/Tgfb2/Tlr4/Trem2,54
525,a,a,GO:1901652,response to peptide,55/1567,464/28891,4.87600746542434e-08,5.4499832013543e-07,2.77553587856435e-07,Ache/Adrb2/Agtr2/Atp1a3/Braf/C2cd5/Car2/Col3a1/Cpeb2/Creb1/Cyp11a1/Edn1/Ednrb/Enpp1/Epm2aip1/Foxc2/Gnas/Grb10/Hdac9/Hmga1/Icam1/Insig1/Irs2/Itga4/Jag1/Kcnj8/Ldoc1/Lpin2/Marcks/Notch1/Nr4a1/Nr4a2/Nucks1/Pde3b/Pid1/Pik3r1/Pklr/Ppp3ca/Rb1/Rbp4/Serpina1b/Sgk1/Slc30a10/Smpd3/Soga1/Sorbs1/Sort1/Sp1/Tlr4/Tnfaip3/Trem2/Trib3/Vcam1/Vwa2/Zbtb7b,55
526,a,a,GO:0022604,regulation of cell morphogenesis,39/1567,277/28891,4.96396789817086e-08,5.53774973887197e-07,2.82023311244888e-07,Ache/Bcl11a/Bves/Ccl24/Ccl3/Ccl7/Cdc42ep3/Cldn13/Cldn3/Cldn4/Coro1a/Csf1r/Cux2/Dapk3/Dmtn/Efna5/Fmnl1/Fn1/Fzd4/Hck/Icam1/Larp4/Marcks/Myh9/Ntng1/P2ry1/Pafah1b1/Pias2/Plekho1/Plxnb1/Rreb1/Sema3e/Sgk1/Sh3glb1/Spta1/Syt1/Syt4/Vil1/Wasf3,39
541,a,a,GO:0009713,catechol-containing compound biosynthetic process,11/1567,27/28891,6.71596204775771e-08,7.2576915831017e-07,3.69615513300071e-07,Agtr2/Dbh/Ddc/Epas1/Gch1/Hand2/Moxd1/Nr4a2/Snca/Tgfb2/Th,11
542,a,a,GO:0042423,catecholamine biosynthetic process,11/1567,27/28891,6.71596204775771e-08,7.2576915831017e-07,3.69615513300071e-07,Agtr2/Dbh/Ddc/Epas1/Gch1/Hand2/Moxd1/Nr4a2/Snca/Tgfb2/Th,11
548,a,a,GO:0009314,response to radiation,52/1567,433/28891,7.37402944683092e-08,7.89613226167953e-07,4.02129650394794e-07,Apobec1/Arrb1/Atp1a2/Atp1a3/Aurkb/Bard1/Bcl2l1/Bmf/Braf/Ccnd1/Chrd/Ckap5/Col3a1/Creb1/Dbh/Dcun1d3/Ddias/Dtl/Ect2/Eya1/Fancd2/Fech/Fignl1/Gadd45a/Gpx1/Hoxa1/Kras/Meis2/Myc/Nlgn3/Nog/Nucks1/Pbk/Pik3r1/Pmaip1/Ppp1cb/Ptprc/Rad18/Rad51/Rad51ap1/Rad54b/Rad54l/Rbp4/Rhbdd1/Rho/Sct/Sfrp1/Sfrp2/Sgk1/Sik1/Synpo/Tgfb1,52
554,a,a,GO:1904951,positive regulation of establishment of protein localization,46/1567,362/28891,7.82310220012659e-08,8.28627503796801e-07,4.219986157355e-07,Adora2a/Ankrd1/Anp32b/Arf6/Arrb1/C1qtnf3/C2cd2l/C2cd5/Camk2n1/Ccl2/Cd38/Cdh1/Cdk1/Cep135/Cep295/Cftr/Ect2/F2rl1/Frmd4a/Gnas/Gpr39/Hcls1/Hspa1l/Irs2/Isl1/Kcnn4/Kif20b/Mcu/Myh9/Myom1/Pik3r1/Pmaip1/Rbp4/Serp1/Sfn/Sh3glb1/Shh/Slc35d3/Tardbp/Tek/Tgfb1/Tgfb2/Tlr4/Tmem30a/Tmem30b/Trem2,46
582,a,a,GO:0001756,somitogenesis,18/1567,77/28891,1.14672850928784e-07,1.15618606400361e-06,5.88815742063333e-07,Cdx2/Cobl/Dkk1/Dll1/Foxc1/Foxc2/Foxf1/Meox1/Nkx3-1/Notch1/Nrarp/Pcdh8/Ror2/Sema3c/Sfrp1/Sfrp2/Tbx18/Zeb2,18
587,a,a,GO:0051653,spindle localization,16/1567,62/28891,1.3233935628291e-07,1.32294266212626e-06,6.73740576503508e-07,Aspm/Cenpa/Eya1/Fgf10/Gpsm2/Insc/Mad2l1/Myh9/Ndc80/Nusap1/Pafah1b1/Plk1/Sapcd2/Spag5/Spdl1/Spry1,16
595,a,a,GO:0042886,amide transport,51/1567,432/28891,1.68389398170434e-07,1.6561743735955e-06,8.43446892447462e-07,Abcb1b/Abcg2/Adora2a/Alox5/Aqp3/Aqp8/Arrb1/Avpr1a/Bdnf/Birc5/C2cd2l/Camk2n1/Car2/Cd38/Cftr/Chga/Edn1/Efna5/F2rl1/G6pc2/Gnao1/Gnas/Gpr39/Grin2b/Hmga1/Hmga2/Hnf1b/Irs2/Isl1/Kcnj8/Mcu/Myh9/Ntrk2/Pde3b/Plekha8/Ppp3ca/Rab8b/Rbp4/Sct/Serp1/Sfrp1/Slc14a1/Slc18a2/Slc38a5/Smpd3/Snap25/Snca/Syt4/Tardbp/Tfap2b/Vapa,51
613,a,a,GO:0045730,respiratory burst,11/1567,30/28891,2.41949923933203e-07,2.31231621114012e-06,1.17760300710846e-06,Camk1d/Cd24a/Clec7a/Cybb/Dusp10/Ncf1/Ncf2/Ncf4/Rac2/Slc11a1/Trem2,11
617,a,a,GO:0046683,response to organophosphorus,20/1567,98/28891,2.5314134796296e-07,2.40750961077253e-06,1.2260825503145e-06,Abcc9/Ahr/Braf/Casp1/Cftr/Dmtn/Enpp1/Hmga1/Igfbp5/Kcnj8/Nt5e/P2ry12/P2ry6/Pde2a/Pde3a/Pik3cg/Pik3r1/Pklr/Ren1/Tlr7,20
630,a,a,GO:0098727,maintenance of cell number,32/1567,218/28891,2.96297892252675e-07,2.75980322498206e-06,1.40549660167977e-06,Aspm/Braf/Cdx2/Ddx6/Dll1/Fancd2/Fgf10/Fzd7/Gata2/Hmga2/Hnf1b/Igf2bp1/Ing2/Klf10/Lbh/Lin28a/Loxl2/Mecom/Myc/Nog/Prdm16/Prox1/Prrx1/Sall4/Sct/Sfrp1/Sox9/Spi1/Tal1/Tbx1/Tbx3/Tfap2c,32
631,a,a,GO:0009636,response to toxic substance,24/1567,136/28891,2.97528714615104e-07,2.76687559011321e-06,1.40909837483073e-06,Abcb1b/Abcg2/Abcg3/Ahr/Ambp/Aqp8/Ces1d/Ddc/Fas/Fbln5/Gch1/Gpx1/Gpx3/Gucy2c/Mbp/Nr4a2/Nupr1/Slc11a1/Slc18a2/Slc23a1/Slc30a10/Slc39a8/Slc47a2/Sod1,24
652,a,a,GO:0051383,kinetochore organization,9/1567,20/28891,3.86690464777373e-07,3.48021418299636e-06,1.77238332176778e-06,Cenpa/Cenpe/Cenph/Dlgap5/Kntc1/Ndc80/Nuf2/Smc2/Smc4,9
657,a,a,GO:0032526,response to retinoic acid,19/1567,92/28891,4.13080800241521e-07,3.68382695412955e-06,1.87607805452836e-06,Acer2/Adh1/Aqp3/Brinp1/Creb1/Cyp26b1/Dkk1/Epha3/Gata6/Hoxa1/Hoxa2/Lyn/Mef2c/Rarg/Rbp4/Ret/Sox9/Tbx1/Tek,19
660,a,a,GO:1903828,negative regulation of protein localization,34/1567,244/28891,4.47779271152606e-07,3.98116479261135e-06,2.02750454673405e-06,Abi3/Angpt1/Ap2m1/Arf6/Bard1/Bcl2l1/Cdh1/Chga/Cldn18/Dab2/Dclk1/Dclk2/Dmtn/F2r/F2rl1/Frmd4a/Fzd9/Gnao1/Insig1/Lilrb4a/Lypla1/Os9/Pde3b/Pid1/Pkia/Ppp3ca/Sapcd2/Sfrp1/Spi1/Syt4/Tgfb1/Trp53inp2/Ttbk2/Yod1,34
664,a,a,GO:0071216,cellular response to biotic stimulus,43/1567,349/28891,4.82884031532152e-07,4.26741490516667e-06,2.17328434609984e-06,Ahr/Ankrd1/Bcl10/Btk/Casp1/Ccl2/Cd14/Cd180/Cd68/Cd84/Cd86/Clec7a/Cmpk2/Cx3cr1/Cxcl13/Cxcl16/Eme1/Gata1/Gbp2b/Gch1/Hspa5/Ldoc1/Lilrb4a/Ly86/Lyn/Mef2c/Mrc1/Notch1/Pde2a/Pde4b/Pf4/Ppbp/Sirpa/Spi1/Spon2/Ticam2/Tifab/Tlr4/Tnfaip3/Tnfrsf1b/Traf6/Trem2/Trib1,43
672,a,a,GO:0072593,reactive oxygen species metabolic process,35/1567,257/28891,5.31205862935532e-07,4.63856548170491e-06,2.36230176202064e-06,Acp5/Alox5/Clec7a/Cybb/Edn1/Eif5a/F2rl1/Fbln5/Foxm1/Gadd45a/Gch1/Gpx1/Gpx3/Hba-a1/Hba-x/Hbb-bh1/Hbb-bt/Hbb-y/Hbq1b/Itgb2/Ncf1/Ncf2/Ncf4/Nrros/Pdgfrb/Pid1/Pmaip1/Slc5a3/Snca/Sod1/Tgfb1/Tgfbr2/Tlr4/Tyrobp/Vav1,35
686,a,a,GO:1901617,organic hydroxy compound biosynthetic process,34/1567,248/28891,6.56849427510692e-07,5.61864787264248e-06,2.86143244545474e-06,Acer2/Agtr2/Aqp8/Ces1d/Cftr/Creb1/Dab2/Dbh/Ddc/Epas1/Fgfr4/Gch1/Hand2/Idi1/Insig1/Ip6k1/Lbr/Moxd1/Myh9/Nr4a2/P2ry1/P2ry6/Plek/Prox1/Pth1r/Snca/Sod1/Sptssb/Sqle/Star/Stard4/Tgfb2/Th/Zeb2,34
687,a,a,GO:0055074,calcium ion homeostasis,43/1567,353/28891,6.58781342426803e-07,5.62697076762806e-06,2.86567108120691e-06,Ank2/Atp2c2/Ccl2/Ccr1/Chga/Coro1a/Edn1/Enpp1/F2r/Fzd9/Gp1bb/Gpr39/Grik2/Grin2b/Hap1/Hrc/Inpp4b/Itgb3/Jph2/Jph3/Kel/Lyn/Mcu/Ncs1/Npy/Npy1r/Nt5e/P2ry1/P2ry6/Pik3cb/Plce1/Pth1r/Pthlh/Ptprc/Snca/Stc2/Stim2/Synpo/Tgfb1/Tgfb2/Tmtc2/Trpc7/Xk,43
709,a,a,GO:1901653,cellular response to peptide,42/1567,346/28891,9.70577872896081e-07,8.0329350608663e-06,4.09096664115801e-06,Adrb2/Agtr2/Atp1a3/C2cd5/Car2/Cpeb2/Cyp11a1/Edn1/Enpp1/Foxc2/Gnas/Grb10/Hdac9/Hmga1/Icam1/Insig1/Irs2/Itga4/Ldoc1/Lpin2/Marcks/Nr4a1/Nr4a2/Nucks1/Pde3b/Pid1/Pik3r1/Pklr/Ppp3ca/Rb1/Sgk1/Slc30a10/Smpd3/Soga1/Sorbs1/Sp1/Tlr4/Trem2/Trib3/Vcam1/Vwa2/Zbtb7b,42
742,a,a,GO:0006979,response to oxidative stress,45/1567,389/28891,1.53527809059644e-06,1.21364312943574e-05,6.18077143556139e-06,Aif1/Alox5/Ambp/Bmp4/Btk/Car3/Cd38/Chrna4/Cpeb2/Cyp11a1/Ddias/Ddr2/Dgkk/Ect2/Edn1/Epas1/Epor/Etv5/Fancd2/Fbln5/Gch1/Gclm/Ggt7/Gpx1/Gpx3/Hgf/Hk3/Mctp1/Msrb3/Nr4a2/Pawr/Pdgfrb/Plekha1/Ptgs1/Rcan2/Sirpa/Slc4a1/Smpd3/Snca/Sod1/Sp1/Stc2/Stx2/Tlr4/Tnfaip3,45
743,a,a,GO:0032964,collagen biosynthetic process,15/1567,65/28891,1.53670219013421e-06,1.21364312943574e-05,6.18077143556139e-06,Adamts3/Bmp4/Ccl2/Col1a1/Ddr2/F2r/Fn1/Ihh/Il6ra/Ltbp1/Mkx/Notch1/Pdgfrb/Serpinf2/Tgfb1,15
753,a,a,GO:0008037,cell recognition,25/1567,160/28891,1.79265411884876e-06,1.39698464401122e-05,7.11448248187828e-06,Bdnf/Cfp/Clec7a/Cntn5/Emb/Epha3/Ephb3/Fcgr1/Fcgr3/Folr2/Gap43/Hspa1l/L1cam/Megf10/Ncam1/Nexn/Nrp1/Prtg/Ptprz1/Ptx3/Robo1/Sirpa/Smcp/Spon2/Trem2,25
770,a,a,GO:0006869,lipid transport,49/1567,445/28891,2.23603987102557e-06,1.70403661859455e-05,8.67821899363171e-06,Abca9/Abcb1b/Abcg2/Acat2/Agtr2/Aqp8/Atg9b/Atp10a/Atp8b1/C2cd2l/Ces1d/Cftr/Crabp1/Dab2/Dennd5b/Edn1/Fzd4/Gal/Gramd1c/Gulp1/Irs2/Itgb3/Kcnj8/Kcnn4/Ldlr/Lypla1/Mfsd2b/Msr1/Nkx3-1/Nrg1/Pitpnc1/Plekha8/Pnlip/Rbp4/Ren1/Scarb2/Shh/Slc10a4/Slc4a1/Slco2b1/Star/Stard4/Surf4/Tmem30a/Tmem30b/Tnfrsf11a/Trem2/Vapa/Vldlr,49
774,a,a,GO:1990845,adaptive thermogenesis,26/1567,173/28891,2.37587069032838e-06,1.80124150010942e-05,9.1732583841184e-06,Ache/Adamts5/Adrb2/Ces1d/Ckb/Clic5/Cmklr1/Dbh/Epas1/Esrrg/Foxc2/Gnas/Gpr39/Grb10/Il15/Ip6k1/Notch1/Pdgfc/Phox2b/Prdm16/Prkab2/Rb1/Sct/Tlr4/Trpv2/Zbtb7b,26
779,a,a,GO:0017145,stem cell division,12/1567,44/28891,2.59003968280659e-06,1.94850677675757e-05,9.92324245544926e-06,Cntrl/Etv5/Evi2b/Fzd7/Hoxb4/Ing2/Lbh/Notch1/Pafah1b1/Sfrp2/Tgfb2/Zbtb16,12
809,a,a,GO:0048511,rhythmic process,38/1567,317/28891,4.22141842817028e-06,3.06196332960485e-05,1.55937894965525e-05,Adcy1/Adora2a/Afp/Ahr/Amh/Arrb1/Bdnf/Casp1/Cdk1/Ces1d/Creb1/Dtl/Fas/Fzd4/Grin2b/Hnf1b/Klf10/Magel2/Mdk/Myh9/Nampt/Nlgn3/Ntrk2/Ntrk3/Plekha1/Ppp1cb/Prokr1/Prokr2/Prox1/Ptx3/Rai1/Sik1/Sp1/Tardbp/Tnfaip6/Tnfrsf11a/Top2a/Zfhx3,38
825,a,a,GO:0099565,chemical synaptic transmission, postsynaptic,20/1567,117/28891,4.68818552348303e-06,3.3345785032483e-05,1.69821482630537e-05,Adora2a/Adrb2/Bdnf/Cbln1/Chrna3/Chrna4/Ckap5/Cux2/Gabra1/Gabra3/Gabrb2/Grik2/Grin2b/Grin2c/Mef2c/Nlgn3/Ppp3ca/Rgs4/Snca/Tmem108,20
850,a,a,GO:0000281,mitotic cytokinesis,16/1567,81/28891,6.13205331620576e-06,4.23328104229358e-05,2.15590085011866e-05,Anln/Aurkb/Birc5/Cdca8/Cenpa/Cep55/Cit/Ckap2/Ect2/Exoc6/Kif20a/Kif20b/Kif23/Nusap1/Plk1/Stx2,16
879,a,a,GO:0008354,germ cell migration,6/1567,11/28891,9.19946578933279e-06,6.13437105134146e-05,3.1240769588416e-05,Cxadr/Cxcl12/Dmrt1/Foxc1/Tgfb1/Tgfbr1,6
888,a,a,GO:0043255,regulation of carbohydrate biosynthetic process,19/1567,113/28891,1.02893008086326e-05,6.79928121002886e-05,3.46269855330821e-05,C1qtnf3/Enpp1/Epm2aip1/Grb10/Irs2/Myh9/P2ry1/P2ry6/Plek/Ppp1cb/Ppp1r3b/Ppp1r3d/Pth1r/Sik1/Smpd3/Snca/Soga1/Sorbs1/Tgfb1,19
902,a,a,GO:0051346,negative regulation of hydrolase activity,40/1567,356/28891,1.14962663113502e-05,7.47894575554359e-05,3.80883417644105e-05,Adora2a/Ahr/Ambp/Arrb1/Bcl2a1d/Birc5/Caap1/Cpeb2/Cst9/Ecm1/Gpc3/Gpx1/Hdac9/Hgf/Itih2/Kng2/Mastl/Nckap1l/Nr4a1/Pcsk1n/Plaur/Ppp4r4/Ptx3/Rps6ka1/Serpina1b/Serpine2/Serpinf2/Sfn/Sfrp2/Sh3rf1/Snap91/Snca/Sort1/Spint1/Spock1/Spock3/Spry1/Tgfb2/Vtn/Wfdc13,40
914,a,a,GO:0051348,negative regulation of transferase activity,32/1567,260/28891,1.37325617181976e-05,8.81648491929796e-05,4.490008374751e-05,Adarb1/Adora2a/Camk2n1/Cd300a/Cdkn2c/Ddr2/Dusp10/Fbxo5/Gadd45a/Hhex/Irs2/Lilrb4a/Lyn/Mad2l1/Myocd/Nr2f2/Pik3cb/Pkia/Plk1/Ptprc/Rb1/Setd7/Sfrp1/Sfrp2/Sfrp5/Socs4/Spry1/Spry4/Tnfaip3/Trib1/Trib3/Zfyve28,32
918,a,a,GO:2000241,regulation of reproductive process,29/1567,225/28891,1.42472473327154e-05,9.10706398130435e-05,4.63799279642002e-05,Amh/Apela/Arhgdib/Aspm/Aurka/Bcl2l1/Bmp4/Cdc25c/Cftr/Chfr/Dmrt1/Ednrb/Fbxo5/Hpgds/Itgb3/Jag1/Myh9/Nkx3-1/Notch1/Nupr1/P2ry1/Pde3a/Rad51ap1/Sfrp1/Shh/Sod1/Sox9/Ttk/Unc5c,29
955,a,a,GO:1902742,apoptotic process involved in development,11/1567,45/28891,2.11872859474154e-05,0.000130185333967993,6.63000328517081e-05,Enpp1/Foxc1/Foxc2/Hand2/Hnf1b/Megf10/Notch1/Spi1/Tgfb2/Tnfrsf1b/Wnt7b,11
956,a,a,GO:0016485,protein processing,32/1567,266/28891,2.18054989661643e-05,0.000133843794909469,6.81631926502317e-05,Adam19/Adamts3/Casp1/Cdh1/Corin/Cpm/Cpn1/Ctss/Dhh/F3/Fam111a/Ihh/Kel/Klk1/Ldlrad3/Mmp16/Myc/Myh9/Pawr/Pcsk1n/Plaur/Prss12/Pthlh/Ren1/Rhbdd1/Scg5/Serpine2/Serpinf2/Shh/Spcs3/Spon1/Tmprss2,32
1003,a,a,GO:0071402,cellular response to lipoprotein particle stimulus,10/1567,39/28891,3.20269678669813e-05,0.000187185505421759,9.53287500255399e-05,Cd68/Cdh13/Ces1d/Fcer1g/Itgb2/Ldlr/Smpd3/Tgfb1/Tlr4/Trem2,10
1007,a,a,GO:0097581,lamellipodium organization,16/1567,92/28891,3.27847728677887e-05,0.000190983854126087,9.72631510537008e-05,Abi3/Arhgef6/Cdh13/Dmtn/P2ry12/Pik3r1/Plce1/Plekho1/Rac2/Rreb1/Spata13/Vav3/Vil1/Was/Wasf2/Wasf3,16
1011,a,a,GO:0015698,inorganic anion transport,22/1567,155/28891,3.42621422315128e-05,0.000198666255547942,0.000101175599953469,Abcb1b/Atp8b1/Car2/Cftr/Clca1/Cldn4/Clic4/Clic5/Clic6/Enpp1/Fgfr4/Gabra1/Gabra3/Gabrb2/Glrb/P2ry6/Sfrp4/Slc11a1/Slc17a4/Slc20a1/Slc4a1/Stc2,22
1045,a,a,GO:0022600,digestive system process,18/1567,115/28891,4.69931604474135e-05,0.000263881211009974,0.000134387894747124,Abcg2/Acat2/Fgf10/Gpr39/Il10ra/Kcnn4/Ldlr/Mdk/Pawr/Pls1/Pnlip/Ppp3ca/Rbp4/Sct/Sox9/Tifab/Tlr4/Vil1,18
1098,a,a,GO:0035249,synaptic transmission, glutamatergic,19/1567,129/28891,6.88930712590383e-05,0.000367513220134579,0.000187165004119052,Adora2a/Adrb2/Ccl2/Cdh8/Cnih2/Dgkz/Dkk1/Grik2/Grik4/Grin2b/Grin2c/Kcnj8/Mef2c/Nlgn3/Ntrk2/Ror2/Serpine2/Syt1/Tshz3,19
1156,a,a,GO:0099538,synaptic signaling via neuropeptide,5/1567,10/28891,9.34237146376669e-05,0.000473411362257193,0.000241096196578799,Bdnf/Npy/Npy1r/Ntrk2/Syt4,5
1220,a,a,GO:0030239,myofibril assembly,13/1567,73/28891,0.000136989527858696,0.00065835753437742,0.000335284511910719,Acta1/Actc1/Csrp1/Csrp2/Edn1/Lmod1/Mef2c/Pdgfrb/Pgm5/Prox1/Six4/Tmod1/Tmod3,13
1223,a,a,GO:0008202,steroid metabolic process,37/1567,358/28891,0.000139891304942034,0.000671203742763579,0.000341826754512575,Afp/Akr1c12/Akr1c19/Aqp8/Atp8b1/Ces1d/Cftr/Cga/Creb1/Cyp11a1/Cyp21a1/Cyp26b1/Dab2/Dhh/Ednrb/Enpp1/Fech/Fgfr4/Gal/Hsd17b3/Hsd3b6/Idi1/Igfbp7/Insig1/Lbr/Ldlr/Plekha1/Prox1/Shh/Sod1/Sqle/Star/Stard4/Sult4a1/Ugt1a7c/Ugt2b34/Vldlr,37
1232,a,a,GO:0010586,miRNA metabolic process,16/1567,104/28891,0.00014963029220994,0.000712687138545396,0.00036295317804513,Bmp4/Gata2/Gata6/Khsrp/Klf5/Lilrb4a/Lin28a/Lin28b/Myc/Myocd/Sox9/Spi1/Tgfb1/Tgfb2/Tgfbr1/Trim71,16
1250,a,a,GO:0007585,respiratory gaseous exchange by respiratory system,13/1567,75/28891,0.000181782583734634,0.000851996965938366,0.00043390008005938,Adrb2/Atp1a2/Chrna4/Edn1/Hmga1/Hoxa5/Ndst1/Nlgn3/Nr4a2/Phox2a/Phox2b/Slc5a3/Tshz3,13
1256,a,a,GO:0001574,ganglioside biosynthetic process,6/1567,17/28891,0.00018581249517558,0.000861934957857948,0.000438961243023484,B4galnt1/B4galt6/St3gal2/St8sia2/St8sia3/St8sia4,6
1276,a,a,GO:0008090,retrograde axonal transport,7/1567,24/28891,0.000208323485132992,0.000955268769237387,0.000486493745894763,Agtpbp1/Hap1/Kif1b/Nefl/Pafah1b1/Sod1/Tmem108,7
1285,a,a,GO:0071248,cellular response to metal ion,23/1567,187/28891,0.000213557316130447,0.000975217378251721,0.000496653057951536,Adcy7/Alox5ap/Braf/Cdh1/Clic4/Creb1/Dmtn/Ect2/Fas/Fn1/Gpr39/Hnrnpa1/Mef2c/Rasgrp2/Shh/Slc11a1/Slc39a8/Smpd3/Snca/Syt1/Syt11/Syt4/Trf,23
1289,a,a,GO:0030048,actin filament-based movement,18/1567,130/28891,0.000234656693011747,0.00106824319208141,0.000544028705614594,Abcc9/Acta2/Actc1/Ank2/Atp1a2/Dsg2/Gja5/Kcna5/Kcnj8/Myh9/Myo1f/Myo1g/Myo5c/Pde4b/Vil1/Was/Wasf2/Zeb2,18
1293,a,a,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,46/1567,491/28891,0.000238012139169117,0.00108016645989511,0.000550100918387368,6030468B19Rik/Ahr/Bcl10/Btk/C1qa/C1qb/C1qc/C3ar1/Cd24a/Clec7a/Csf2rb/Csf3r/Ctsc/Enpp1/Entpd7/Fas/Fcer1g/Fcgr1/Fcgr3/Fgl2/H2-T24/Hlx/Icam1/Il21r/Il6ra/Inpp5d/Jag1/Klhl6/Lilrb4a/Mef2c/Myo1g/Nckap1l/Notch1/Ptprc/Rftn1/Sash3/Slc11a1/Slfn2/Svep1/Tgfb1/Tnfaip3/Tnfrsf1b/Traf6/Trem2/Was/Zbtb7b,46
1339,a,a,GO:0050954,sensory perception of mechanical stimulus,33/1567,317/28891,0.000273680619288463,0.0011993710784053,0.000610808756070866,Alg10b/Atp8b1/Ccdc50/Cdh1/Clic5/Cntn5/Col11a1/Col11a2/Col1a1/Col2a1/Cxcl12/Enpp1/Eya4/Fzd4/Gpx1/Grin2b/Hoxa1/Mbp/Myc/Pawr/Pgap1/Piezo2/Ror1/Scarb2/Serpine2/Slitrk6/Sod1/Srrm4/Tbx1/Tbx18/Tlr4/Tshz3/Ush1c,33
1348,a,a,GO:0048545,response to steroid hormone,28/1567,253/28891,0.000286985295151245,0.00124766925877967,0.000635405773629584,Adh1/Agtr2/Atp1a2/Bdnf/Bmp4/Cpn1/Dab2/Esrrg/Fas/Fibin/Heyl/Hmga2/Hmgb2/Hsd3b6/Isl1/Lbh/Mbp/Nkx3-1/Ntrk2/Padi2/Pias2/Pik3r1/Rbfox2/Sfrp1/Sgk1/Tgfb1/Tgfb2/Zmiz1,28
